source_id,transit_id,band,time,mag,flux,flux_error,flux_over_error,rejected_by_photometry,rejected_by_variability,other_flags,solution_id
4152206362657251072,17715782695544036,G,1717.2256116797873,16.931550874718518,3179.2625691287485,14.400484969281408,220.77469,false,false,1,375316653866487564
4152206362657251072,17719874999337658,G,1717.2995836558794,16.99606072151606,2995.8665105304035,17.30785863330917,173.09285,false,false,4194305,375316653866487564
4152206362657251072,19617124623725527,G,1751.6071304255129,16.949413964369164,3127.3836481019443,12.475070501938315,250.69066,false,false,1,375316653866487564
4152206362657251072,19621216940762745,G,1751.6811313519904,17.023613669328903,2920.796362568077,7.6906130282405964,379.7872,false,false,17,375316653866487564
4152206362657251072,26682156973434287,G,1879.3745731205317,16.903288158854732,3263.1082651424176,14.795551290992261,220.54659,false,false,1,375316653866487564
4152206362657251072,26686249268471324,G,1879.4485867576693,16.985592593127734,3024.8908594643476,12.15387753854947,248.88278,false,false,1,375316653866487564
4152206362657251072,28151159111874099,G,1905.9433149467884,17.26526666130786,2337.976180929679,236.20367850038215,9.898136,false,true,233501,375316653866487564
4152206362657251072,29529165436831078,G,1930.8661452072051,16.848887634460024,3430.7707051020598,11.86023804474454,289.2666,false,false,4194305,375316653866487564
4152206362657251072,37494891057787872,G,2074.9214243408674,17.281593369453404,2303.081989283322,12.670278173866807,181.77043,false,false,1,375316653866487564
4152206362657251072,37498983343362322,G,2074.995424305751,17.311442639786236,2240.6276495747857,10.455956997135566,214.29198,false,false,1,375316653866487564
4152206362657251072,39115703389950913,G,2104.230155199818,17.048633708263754,2854.2582401132972,8.401487900677443,339.73248,false,false,1,375316653866487564
4152206362657251072,40355773055640457,G,2126.654187848887,16.76846541582237,3694.5417657026414,14.923040928351721,247.57298,false,false,1,375316653866487564
4152206362657251072,40359865385128643,G,2126.7281896394293,16.870482532046054,3363.2080511594368,10.44118924869799,322.10968,false,false,1,375316653866487564
4152206362657251072,47438746037826848,G,2254.7478034204205,17.08034158077179,2772.107797908219,14.134455992670285,196.12413,false,false,755,375316653866487564
4152206362657251072,49161723925238260,G,2285.9100500985996,17.318296016788274,2226.5289180874634,8.680030707786907,256.51163,false,false,1,375316653866487564
4152206362657251072,50253881866331643,G,2305.6629210353017,17.139402373726206,2625.3414614360436,16.446926710672297,159.62505,false,false,1,375316653866487564
4152206362657251072,50257974146814160,G,2305.7369197720295,17.19466581218542,2495.056714723919,19.037502270421328,131.06009,false,false,1048705,375316653866487564
4152206362657251072,58275027026978218,G,2450.718578237797,17.179013973364157,2531.2856522082066,10.5743666635678,239.37941,false,false,1,375316653866487564
4152206362657251072,60171919472117662,G,2485.0196395888875,17.151090374509444,2597.2311144620353,15.621896444893096,166.25581,false,false,4194305,375316653866487564
4152206362657251072,60181660237853629,G,2485.195809306685,17.317590029173918,2227.9771639861556,14.268972807804952,156.14139,false,false,1,375316653866487564
4152206362657251072,61011379500380268,G,2500.199673160457,17.189297897764583,2507.4228989048997,12.566162681927176,199.53767,false,false,1,375316653866487564
4152206362657251072,61015471733142052,G,2500.2736738519366,17.25926261745533,2350.9408363992247,13.415456998163142,175.24121,false,false,1,375316653866487564
4152206362657251072,61025212515754504,G,2500.4498184434724,16.763727493139974,3710.699191082505,13.633472949995268,272.17563,false,false,1,375316653866487564
4152206362657251072,61029304839087101,G,2500.523820801374,16.831368073267722,3486.579060068217,13.07337744750142,266.69305,false,false,1,375316653866487564
4152206362657251072,68208248830600464,G,2630.3547393202402,16.76804624418266,3695.968397794058,13.719979991024383,269.38583,false,false,32773,375316653866487564
4152206362657251072,70193388422452581,G,2666.2583701025264,16.959435685667902,3098.6496300981935,48.94389178831329,63.31024,false,false,4101,375316653866487564
4152206362657251072,70197480717337453,G,2666.3323342474196,17.047894001725822,2856.203494263256,11.01136348782004,259.3869,false,false,4194305,375316653866487564
4152206362657251072,70916601300553818,G,2679.3382932728477,16.995010938244704,2998.7645731130565,10.6715073197525,281.00665,false,false,2097409,375316653866487564
4152206362657251072,70926342071272111,G,2679.5144557519257,17.149342836768042,2601.414832383208,11.161175072772279,233.07715,false,false,4194305,375316653866487564
4152206362657251072,70930434388193944,G,2679.5884966480116,17.212745066808797,2453.8540039403897,9.274689856372541,264.57532,false,false,1,375316653866487564
4152206362657251072,17715782695544036,BP,1717.2259260714018,18.057139783029136,817.6378227758818,24.467676335630156,33.41706,false,false,0,375316653866487564
4152206362657251072,17719874999337658,BP,1717.29992637278,18.130529208078023,764.1967794081327,28.71928192581854,26.609188,false,false,0,375316653866487564
4152206362657251072,19617124623725527,BP,1751.6074451814375,18.210727005920482,709.783801795855,18.800367100740065,37.75372,false,false,0,375316653866487564
4152206362657251072,19621216940762745,BP,1751.68144628519,18.34913895955509,624.8291789497888,19.635833767102504,31.820864,false,false,0,375316653866487564
4152206362657251072,26682156973434287,BP,1879.3748880753838,17.78725334770651,1048.3723234167592,23.182453367142482,45.222664,false,false,0,375316653866487564
