source_id, category, period, mean_magnitude, ra, dec
1304853533162113280, HPHM, 0.6158507558808003,18.122993, 248.4220294249567, 27.791239139795834
1377735112381706624, HPLM, 0.7107433482875244,13.516929, 237.24863375087784, 40.23565842878345
2051756764073824512, LPHM, 0.3931688657672678,18.11695, 291.5422062251045, 37.23959239770864
4537291313647857408, LPLM, 0.3571553954916652,13.036062, 278.7126664957988, 26.594910414191396
