source_id, category, period, mean_magnitude, ra, dec
1350033775913507584, LPHM2, 0.3983581472209445,17.038166, 264.5924825772367, 44.08566115275946
1408588645608151424, LPHM2, 0.3402813300458571,17.967934, 251.7560782721507, 47.52222140643225
4596011827338906496, LPHM2, 0.3611428322765589,17.836239, 266.675101318185, 27.845067446547223
1350033775913507584, LPHM2, 0.3983581472209445,17.038166, 264.5924825772367, 44.08566115275946
1408588645608151424, LPHM2, 0.3402813300458571,17.967934, 251.7560782721507, 47.52222140643225
4596011827338906496, LPHM2, 0.3611428322765589,17.836239, 266.675101318185, 27.845067446547223
