i,star,start_time,end_time,exposure_time
316,V* V732 Her,2024-10-02 22:19:59.439,2024-10-02 22:20:24.439,25.0
317,V* V732 Her,2024-10-02 22:20:24.439,2024-10-02 22:20:49.439,25.0
318,V* V732 Her,2024-10-02 22:20:49.439,2024-10-02 22:21:14.439,25.0
319,V* V732 Her,2024-10-02 22:21:14.439,2024-10-02 22:21:39.439,25.0
320,V* V732 Her,2024-10-02 22:21:39.439,2024-10-02 22:22:04.439,25.0
321,V* V732 Her,2024-10-02 22:22:04.439,2024-10-02 22:22:29.439,25.0
322,V* V732 Her,2024-10-02 22:22:29.439,2024-10-02 22:22:54.439,25.0
323,V* V732 Her,2024-10-02 22:22:54.439,2024-10-02 22:23:19.439,25.0
324,V* V732 Her,2024-10-02 22:23:19.439,2024-10-02 22:23:44.439,25.0
325,V* V732 Her,2024-10-02 22:23:44.439,2024-10-02 22:24:09.439,25.0
326,V* V732 Her,2024-10-02 22:24:09.439,2024-10-02 22:24:34.439,25.0
327,V* V732 Her,2024-10-02 22:24:34.439,2024-10-02 22:24:59.439,25.0
328,V* V732 Her,2024-10-02 22:24:59.439,2024-10-02 22:25:24.439,25.0
329,V* V732 Her,2024-10-02 22:25:24.439,2024-10-02 22:25:49.439,25.0
330,V* V732 Her,2024-10-02 22:25:49.439,2024-10-02 22:26:14.439,25.0
331,V* V732 Her,2024-10-02 22:26:14.439,2024-10-02 22:26:39.439,25.0
332,V* V732 Her,2024-10-02 22:26:39.439,2024-10-02 22:27:04.439,25.0
333,V* V732 Her,2024-10-02 22:27:04.439,2024-10-02 22:27:29.439,25.0
334,V* V732 Her,2024-10-02 22:27:29.439,2024-10-02 22:27:54.439,25.0
335,V* V732 Her,2024-10-02 22:27:54.439,2024-10-02 22:28:19.439,25.0
336,V* V732 Her,2024-10-02 22:28:19.439,2024-10-02 22:28:44.439,25.0
337,V* V732 Her,2024-10-02 22:28:44.439,2024-10-02 22:29:09.439,25.0
338,V* V732 Her,2024-10-02 22:29:09.439,2024-10-02 22:29:34.439,25.0
339,V* V732 Her,2024-10-02 22:29:34.439,2024-10-02 22:29:59.439,25.0
340,V* V732 Her,2024-10-02 22:29:59.439,2024-10-02 22:30:24.439,25.0
341,V* V732 Her,2024-10-02 22:30:24.439,2024-10-02 22:30:49.439,25.0
342,V* V732 Her,2024-10-02 22:30:49.439,2024-10-02 22:31:14.439,25.0
343,V* V732 Her,2024-10-02 22:31:14.439,2024-10-02 22:31:39.439,25.0
344,V* V732 Her,2024-10-02 22:31:39.439,2024-10-02 22:32:04.439,25.0
345,V* V732 Her,2024-10-02 22:32:04.439,2024-10-02 22:32:29.439,25.0
346,V* V732 Her,2024-10-02 22:32:29.439,2024-10-02 22:32:54.439,25.0
347,V* V732 Her,2024-10-02 22:32:54.439,2024-10-02 22:33:19.439,25.0
348,V* V732 Her,2024-10-02 22:33:19.439,2024-10-02 22:33:44.439,25.0
349,V* V732 Her,2024-10-02 22:33:44.439,2024-10-02 22:34:09.439,25.0
350,V* V732 Her,2024-10-02 22:34:09.439,2024-10-02 22:34:34.439,25.0
351,V* V732 Her,2024-10-02 22:34:34.439,2024-10-02 22:34:59.439,25.0
352,V* V732 Her,2024-10-02 22:34:59.439,2024-10-02 22:35:24.439,25.0
353,V* V732 Her,2024-10-02 22:35:24.439,2024-10-02 22:35:49.439,25.0
354,V* V732 Her,2024-10-02 22:35:49.439,2024-10-02 22:36:14.439,25.0
355,V* U Lep,2024-10-03 02:53:50.796,2024-10-03 02:54:15.796,25.0
356,V* U Lep,2024-10-03 02:54:15.796,2024-10-03 02:54:40.796,25.0
357,V* U Lep,2024-10-03 02:54:40.796,2024-10-03 02:55:05.796,25.0
358,V* U Lep,2024-10-03 02:55:05.796,2024-10-03 02:55:30.796,25.0
359,V* U Lep,2024-10-03 02:55:30.796,2024-10-03 02:55:55.796,25.0
360,V* U Lep,2024-10-03 02:55:55.796,2024-10-03 02:56:20.796,25.0
361,V* U Lep,2024-10-03 02:56:20.796,2024-10-03 02:56:45.796,25.0
362,V* U Lep,2024-10-03 02:56:45.796,2024-10-03 02:57:10.796,25.0
363,V* U Lep,2024-10-03 02:57:10.796,2024-10-03 02:57:35.796,25.0
364,V* U Lep,2024-10-03 02:57:35.796,2024-10-03 02:58:00.796,25.0
365,V* U Lep,2024-10-03 02:58:00.796,2024-10-03 02:58:25.796,25.0
366,V* U Lep,2024-10-03 02:58:25.796,2024-10-03 02:58:50.796,25.0
367,V* U Lep,2024-10-03 02:58:50.796,2024-10-03 02:59:15.796,25.0
368,V* U Lep,2024-10-03 02:59:15.796,2024-10-03 02:59:40.796,25.0
369,V* U Lep,2024-10-03 02:59:40.796,2024-10-03 03:00:05.796,25.0
370,V* U Lep,2024-10-03 03:00:05.796,2024-10-03 03:00:30.796,25.0
371,V* U Lep,2024-10-03 03:00:30.796,2024-10-03 03:00:55.796,25.0
372,V* U Lep,2024-10-03 03:00:55.796,2024-10-03 03:01:20.796,25.0
373,V* U Lep,2024-10-03 03:01:20.796,2024-10-03 03:01:45.796,25.0
374,V* U Lep,2024-10-03 03:01:45.796,2024-10-03 03:02:10.796,25.0
375,V* U Lep,2024-10-03 03:02:10.796,2024-10-03 03:02:35.796,25.0
376,V* U Lep,2024-10-03 03:02:35.796,2024-10-03 03:03:00.796,25.0
377,V* U Lep,2024-10-03 03:03:00.796,2024-10-03 03:03:25.796,25.0
378,V* U Lep,2024-10-03 03:03:25.796,2024-10-03 03:03:50.796,25.0
379,V* U Lep,2024-10-03 03:03:50.796,2024-10-03 03:04:15.796,25.0
380,V* U Lep,2024-10-03 03:04:15.796,2024-10-03 03:04:40.796,25.0
381,V* U Lep,2024-10-03 03:04:40.796,2024-10-03 03:05:05.796,25.0
382,V* U Lep,2024-10-03 03:05:05.796,2024-10-03 03:05:30.796,25.0
383,V* U Lep,2024-10-03 03:05:30.796,2024-10-03 03:05:55.796,25.0
384,V* U Lep,2024-10-03 03:05:55.796,2024-10-03 03:06:20.796,25.0
385,V* U Lep,2024-10-03 03:06:20.796,2024-10-03 03:06:45.796,25.0
386,V* U Lep,2024-10-03 03:06:45.796,2024-10-03 03:07:10.796,25.0
387,V* U Lep,2024-10-03 03:07:10.796,2024-10-03 03:07:35.796,25.0
388,V* U Lep,2024-10-03 03:07:35.796,2024-10-03 03:08:00.796,25.0
389,V* U Lep,2024-10-03 03:08:00.796,2024-10-03 03:08:25.796,25.0
390,V* U Lep,2024-10-03 03:08:25.796,2024-10-03 03:08:50.796,25.0
391,V* U Lep,2024-10-03 03:08:50.796,2024-10-03 03:09:15.796,25.0
392,V* U Lep,2024-10-03 03:09:15.796,2024-10-03 03:09:40.796,25.0
393,V* U Lep,2024-10-03 03:09:40.796,2024-10-03 03:10:05.796,25.0
394,V* U Lep,2024-10-03 03:10:05.796,2024-10-03 03:10:30.796,25.0
395,V* U Lep,2024-10-03 03:10:30.796,2024-10-03 03:10:55.796,25.0
396,V* U Lep,2024-10-03 03:10:55.796,2024-10-03 03:11:20.796,25.0
397,V* U Lep,2024-10-03 03:11:20.796,2024-10-03 03:11:45.796,25.0
398,V* U Lep,2024-10-03 03:11:45.796,2024-10-03 03:12:10.796,25.0
399,V* U Lep,2024-10-03 03:12:10.796,2024-10-03 03:12:35.796,25.0
400,V* U Lep,2024-10-03 03:12:35.796,2024-10-03 03:13:00.796,25.0
401,V* U Lep,2024-10-03 03:13:00.796,2024-10-03 03:13:25.796,25.0
402,V* U Lep,2024-10-03 03:13:25.796,2024-10-03 03:13:50.796,25.0
403,V* U Lep,2024-10-03 03:13:50.796,2024-10-03 03:14:15.796,25.0
404,V* U Lep,2024-10-03 03:14:15.796,2024-10-03 03:14:40.796,25.0
405,V* U Lep,2024-10-03 03:14:40.796,2024-10-03 03:15:05.796,25.0
406,V* U Lep,2024-10-03 03:15:05.796,2024-10-03 03:15:30.796,25.0
407,V* U Lep,2024-10-03 03:15:30.796,2024-10-03 03:15:55.796,25.0
408,V* U Lep,2024-10-03 03:15:55.796,2024-10-03 03:16:20.796,25.0
409,V* U Lep,2024-10-03 03:16:20.796,2024-10-03 03:16:45.796,25.0
410,V* U Lep,2024-10-03 03:16:45.796,2024-10-03 03:17:10.796,25.0
411,V* U Lep,2024-10-03 03:17:10.796,2024-10-03 03:17:35.796,25.0
412,V* U Lep,2024-10-03 03:17:35.796,2024-10-03 03:18:00.796,25.0
413,V* U Lep,2024-10-03 03:18:00.796,2024-10-03 03:18:25.796,25.0
414,V* U Lep,2024-10-03 03:18:25.796,2024-10-03 03:18:50.796,25.0
415,V* U Lep,2024-10-03 03:18:50.796,2024-10-03 03:19:15.796,25.0
416,V* U Lep,2024-10-03 03:19:15.796,2024-10-03 03:19:40.796,25.0
417,V* U Lep,2024-10-03 03:19:40.796,2024-10-03 03:20:05.796,25.0
418,V* U Lep,2024-10-03 03:20:05.796,2024-10-03 03:20:30.796,25.0
419,V* U Lep,2024-10-03 03:20:30.796,2024-10-03 03:20:55.796,25.0
420,V* U Lep,2024-10-03 03:20:55.796,2024-10-03 03:21:20.796,25.0
421,V* U Lep,2024-10-03 03:21:20.796,2024-10-03 03:21:45.796,25.0
422,V* U Lep,2024-10-03 03:21:45.796,2024-10-03 03:22:10.796,25.0
423,V* U Lep,2024-10-03 03:22:10.796,2024-10-03 03:22:35.796,25.0
424,V* U Lep,2024-10-03 03:22:35.796,2024-10-03 03:23:00.796,25.0
425,V* U Lep,2024-10-03 03:23:00.796,2024-10-03 03:23:25.796,25.0
426,V* U Lep,2024-10-03 03:23:25.796,2024-10-03 03:23:50.796,25.0
427,V* U Lep,2024-10-03 03:23:50.796,2024-10-03 03:24:15.796,25.0
428,V* U Lep,2024-10-03 03:24:15.796,2024-10-03 03:24:40.796,25.0
429,V* U Lep,2024-10-03 03:24:40.796,2024-10-03 03:25:05.796,25.0
430,V* U Lep,2024-10-03 03:25:05.796,2024-10-03 03:25:30.796,25.0
431,V* U Lep,2024-10-03 03:25:30.796,2024-10-03 03:25:55.796,25.0
432,V* U Lep,2024-10-03 03:25:55.796,2024-10-03 03:26:20.796,25.0
433,V* U Lep,2024-10-03 03:26:20.796,2024-10-03 03:26:45.796,25.0
434,V* U Lep,2024-10-03 03:26:45.796,2024-10-03 03:27:10.796,25.0
435,V* U Lep,2024-10-03 03:27:10.796,2024-10-03 03:27:35.796,25.0
436,V* U Lep,2024-10-03 03:27:35.796,2024-10-03 03:28:00.796,25.0
437,V* U Lep,2024-10-03 03:28:00.796,2024-10-03 03:28:25.796,25.0
438,V* U Lep,2024-10-03 03:28:25.796,2024-10-03 03:28:50.796,25.0
439,V* U Lep,2024-10-03 03:28:50.796,2024-10-03 03:29:15.796,25.0
440,V* U Lep,2024-10-03 03:29:15.796,2024-10-03 03:29:40.796,25.0
441,V* U Lep,2024-10-03 03:29:40.796,2024-10-03 03:30:05.796,25.0
442,V* U Lep,2024-10-03 03:30:05.796,2024-10-03 03:30:30.796,25.0
443,V* U Lep,2024-10-03 03:30:30.796,2024-10-03 03:30:55.796,25.0
444,V* U Lep,2024-10-03 03:30:55.796,2024-10-03 03:31:20.796,25.0
445,V* U Lep,2024-10-03 03:31:20.796,2024-10-03 03:31:45.796,25.0
446,V* U Lep,2024-10-03 03:31:45.796,2024-10-03 03:32:10.796,25.0
447,V* U Lep,2024-10-03 03:32:10.796,2024-10-03 03:32:35.796,25.0
448,V* U Lep,2024-10-03 03:32:35.796,2024-10-03 03:33:00.796,25.0
449,V* U Lep,2024-10-03 03:33:00.796,2024-10-03 03:33:25.796,25.0
450,V* U Lep,2024-10-03 03:33:25.796,2024-10-03 03:33:50.796,25.0
451,V* U Lep,2024-10-03 03:33:50.796,2024-10-03 03:34:15.796,25.0
452,V* U Lep,2024-10-03 03:34:15.796,2024-10-03 03:34:40.796,25.0
453,V* U Lep,2024-10-03 03:34:40.796,2024-10-03 03:35:05.796,25.0
454,V* U Lep,2024-10-03 03:35:05.796,2024-10-03 03:35:30.796,25.0
455,V* U Lep,2024-10-03 03:35:30.796,2024-10-03 03:35:55.796,25.0
456,V* U Lep,2024-10-03 03:35:55.796,2024-10-03 03:36:20.796,25.0
457,V* U Lep,2024-10-03 03:36:20.796,2024-10-03 03:36:45.796,25.0
458,V* U Lep,2024-10-03 03:36:45.796,2024-10-03 03:37:10.796,25.0
459,V* U Lep,2024-10-03 03:37:10.796,2024-10-03 03:37:35.796,25.0
460,V* U Lep,2024-10-03 03:37:35.796,2024-10-03 03:38:00.796,25.0
461,V* U Lep,2024-10-03 03:38:00.796,2024-10-03 03:38:25.796,25.0
462,V* U Lep,2024-10-03 03:38:25.796,2024-10-03 03:38:50.796,25.0
463,V* U Lep,2024-10-03 03:38:50.796,2024-10-03 03:39:15.796,25.0
464,V* U Lep,2024-10-03 03:39:15.796,2024-10-03 03:39:40.796,25.0
465,V* U Lep,2024-10-03 03:39:40.796,2024-10-03 03:40:05.796,25.0
466,V* U Lep,2024-10-03 03:40:05.796,2024-10-03 03:40:30.796,25.0
467,V* U Lep,2024-10-03 03:40:30.796,2024-10-03 03:40:55.796,25.0
468,V* U Lep,2024-10-03 03:40:55.796,2024-10-03 03:41:20.796,25.0
469,V* U Lep,2024-10-03 03:41:20.796,2024-10-03 03:41:45.796,25.0
470,V* U Lep,2024-10-03 03:41:45.796,2024-10-03 03:42:10.796,25.0
471,V* U Lep,2024-10-03 03:42:10.796,2024-10-03 03:42:35.796,25.0
472,V* U Lep,2024-10-03 03:42:35.796,2024-10-03 03:43:00.796,25.0
473,V* U Lep,2024-10-03 03:43:00.796,2024-10-03 03:43:25.796,25.0
474,V* U Lep,2024-10-03 03:43:25.796,2024-10-03 03:43:50.796,25.0
475,V* U Lep,2024-10-03 03:43:50.796,2024-10-03 03:44:15.796,25.0
476,V* U Lep,2024-10-03 03:44:15.796,2024-10-03 03:44:40.796,25.0
477,V* U Lep,2024-10-03 03:44:40.796,2024-10-03 03:45:05.796,25.0
478,V* U Lep,2024-10-03 03:45:05.796,2024-10-03 03:45:30.796,25.0
479,V* U Lep,2024-10-03 03:45:30.796,2024-10-03 03:45:55.796,25.0
480,V* U Lep,2024-10-03 03:45:55.796,2024-10-03 03:46:20.796,25.0
481,V* U Lep,2024-10-03 03:46:20.796,2024-10-03 03:46:45.796,25.0
482,V* U Lep,2024-10-03 03:46:45.796,2024-10-03 03:47:10.796,25.0
483,V* U Lep,2024-10-03 03:47:10.796,2024-10-03 03:47:35.796,25.0
484,V* U Lep,2024-10-03 03:47:35.796,2024-10-03 03:48:00.796,25.0
485,V* U Lep,2024-10-03 03:48:00.796,2024-10-03 03:48:25.796,25.0
486,V* U Lep,2024-10-03 03:48:25.796,2024-10-03 03:48:50.796,25.0
487,V* U Lep,2024-10-03 03:48:50.796,2024-10-03 03:49:15.796,25.0
488,V* U Lep,2024-10-03 03:49:15.796,2024-10-03 03:49:40.796,25.0
489,V* U Lep,2024-10-03 03:49:40.796,2024-10-03 03:50:05.796,25.0
490,V* U Lep,2024-10-03 03:50:05.796,2024-10-03 03:50:30.796,25.0
491,V* U Lep,2024-10-03 03:50:30.796,2024-10-03 03:50:55.796,25.0
492,V* U Lep,2024-10-03 03:50:55.796,2024-10-03 03:51:20.796,25.0
493,V* U Lep,2024-10-03 03:51:20.796,2024-10-03 03:51:45.796,25.0
494,V* U Lep,2024-10-03 03:51:45.796,2024-10-03 03:52:10.796,25.0
495,V* U Lep,2024-10-03 03:52:10.796,2024-10-03 03:52:35.796,25.0
496,V* U Lep,2024-10-03 03:52:35.796,2024-10-03 03:53:00.796,25.0
497,V* U Lep,2024-10-03 03:53:00.796,2024-10-03 03:53:25.796,25.0
498,V* U Lep,2024-10-03 03:53:25.796,2024-10-03 03:53:50.796,25.0
499,V* RR Gem,2024-10-03 03:54:53.475,2024-10-03 03:55:18.475,25.0
500,V* RR Gem,2024-10-03 03:55:18.475,2024-10-03 03:55:43.475,25.0
501,V* RR Gem,2024-10-03 03:55:43.475,2024-10-03 03:56:08.475,25.0
502,V* RR Gem,2024-10-03 03:56:08.475,2024-10-03 03:56:33.475,25.0
503,V* RR Gem,2024-10-03 03:56:33.475,2024-10-03 03:56:58.475,25.0
504,V* RR Gem,2024-10-03 03:56:58.475,2024-10-03 03:57:23.475,25.0
505,V* RR Gem,2024-10-03 03:57:23.475,2024-10-03 03:57:48.475,25.0
506,V* RR Gem,2024-10-03 03:57:48.475,2024-10-03 03:58:13.475,25.0
507,V* RR Gem,2024-10-03 03:58:13.475,2024-10-03 03:58:38.475,25.0
508,V* RR Gem,2024-10-03 03:58:38.475,2024-10-03 03:59:03.475,25.0
509,V* RR Gem,2024-10-03 03:59:03.475,2024-10-03 03:59:28.475,25.0
510,V* RR Gem,2024-10-03 03:59:28.475,2024-10-03 03:59:53.475,25.0
511,V* RR Gem,2024-10-03 03:59:53.475,2024-10-03 04:00:18.475,25.0
512,V* RR Gem,2024-10-03 04:00:18.475,2024-10-03 04:00:43.475,25.0
513,V* RR Gem,2024-10-03 04:00:43.475,2024-10-03 04:01:08.475,25.0
514,V* RR Gem,2024-10-03 04:01:08.475,2024-10-03 04:01:33.475,25.0
515,V* RR Gem,2024-10-03 04:01:33.475,2024-10-03 04:01:58.475,25.0
516,V* RR Gem,2024-10-03 04:01:58.475,2024-10-03 04:02:23.475,25.0
517,V* RR Gem,2024-10-03 04:02:23.475,2024-10-03 04:02:48.475,25.0
518,V* RR Gem,2024-10-03 04:02:48.475,2024-10-03 04:03:13.475,25.0
519,V* RR Gem,2024-10-03 04:03:13.475,2024-10-03 04:03:38.475,25.0
520,V* RR Gem,2024-10-03 04:03:38.475,2024-10-03 04:04:03.475,25.0
521,V* RR Gem,2024-10-03 04:04:03.475,2024-10-03 04:04:28.475,25.0
522,V* RR Gem,2024-10-03 04:04:28.475,2024-10-03 04:04:53.475,25.0
523,V* RR Gem,2024-10-03 04:04:53.475,2024-10-03 04:05:18.475,25.0
524,V* RR Gem,2024-10-03 04:05:18.475,2024-10-03 04:05:43.475,25.0
525,V* RR Gem,2024-10-03 04:05:43.475,2024-10-03 04:06:08.475,25.0
526,V* RR Gem,2024-10-03 04:06:08.475,2024-10-03 04:06:33.475,25.0
527,V* RR Gem,2024-10-03 04:06:33.475,2024-10-03 04:06:58.475,25.0
528,V* RR Gem,2024-10-03 04:06:58.475,2024-10-03 04:07:23.475,25.0
529,V* RR Gem,2024-10-03 04:07:23.475,2024-10-03 04:07:48.475,25.0
530,V* RR Gem,2024-10-03 04:07:48.475,2024-10-03 04:08:13.475,25.0
531,V* RR Gem,2024-10-03 04:08:13.475,2024-10-03 04:08:38.475,25.0
532,V* RR Gem,2024-10-03 04:08:38.475,2024-10-03 04:09:03.475,25.0
533,V* RR Gem,2024-10-03 04:09:03.475,2024-10-03 04:09:28.475,25.0
534,V* RR Gem,2024-10-03 04:09:28.475,2024-10-03 04:09:53.475,25.0
535,V* RR Gem,2024-10-03 04:09:53.475,2024-10-03 04:10:18.475,25.0
536,V* RR Gem,2024-10-03 04:10:18.475,2024-10-03 04:10:43.475,25.0
537,V* RR Gem,2024-10-03 04:10:43.475,2024-10-03 04:11:08.475,25.0
538,V* RR Gem,2024-10-03 04:11:08.475,2024-10-03 04:11:33.475,25.0
539,V* RR Gem,2024-10-03 04:11:33.475,2024-10-03 04:11:58.475,25.0
540,V* RR Gem,2024-10-03 04:11:58.475,2024-10-03 04:12:23.475,25.0
541,V* RR Gem,2024-10-03 04:12:23.475,2024-10-03 04:12:48.475,25.0
542,V* RR Gem,2024-10-03 04:12:48.475,2024-10-03 04:13:13.475,25.0
543,V* RR Gem,2024-10-03 04:13:13.475,2024-10-03 04:13:38.475,25.0
544,V* RR Gem,2024-10-03 04:13:38.475,2024-10-03 04:14:03.475,25.0
545,V* RR Gem,2024-10-03 04:14:03.475,2024-10-03 04:14:28.475,25.0
546,V* RR Gem,2024-10-03 04:14:28.475,2024-10-03 04:14:53.475,25.0
547,V* RR Gem,2024-10-03 04:14:53.475,2024-10-03 04:15:18.475,25.0
548,V* RR Gem,2024-10-03 04:15:18.475,2024-10-03 04:15:43.475,25.0
549,V* RR Gem,2024-10-03 04:15:43.475,2024-10-03 04:16:08.475,25.0
550,V* RR Gem,2024-10-03 04:16:08.475,2024-10-03 04:16:33.475,25.0
551,V* RR Gem,2024-10-03 04:16:33.475,2024-10-03 04:16:58.475,25.0
552,V* RR Gem,2024-10-03 04:16:58.475,2024-10-03 04:17:23.475,25.0
553,V* RR Gem,2024-10-03 04:17:23.475,2024-10-03 04:17:48.475,25.0
554,V* RR Gem,2024-10-03 04:17:48.475,2024-10-03 04:18:13.475,25.0
555,V* RR Gem,2024-10-03 04:18:13.475,2024-10-03 04:18:38.475,25.0
556,V* RR Gem,2024-10-03 04:18:38.475,2024-10-03 04:19:03.475,25.0
557,V* RR Gem,2024-10-03 04:19:03.475,2024-10-03 04:19:28.475,25.0
558,V* RR Gem,2024-10-03 04:19:28.475,2024-10-03 04:19:53.475,25.0
559,V* RR Gem,2024-10-03 04:19:53.475,2024-10-03 04:20:18.475,25.0
560,V* RR Gem,2024-10-03 04:20:18.475,2024-10-03 04:20:43.475,25.0
561,V* RR Gem,2024-10-03 04:20:43.475,2024-10-03 04:21:08.475,25.0
562,V* RR Gem,2024-10-03 04:21:08.475,2024-10-03 04:21:33.475,25.0
563,V* RR Gem,2024-10-03 04:21:33.475,2024-10-03 04:21:58.475,25.0
564,V* RR Gem,2024-10-03 04:21:58.475,2024-10-03 04:22:23.475,25.0
565,V* RR Gem,2024-10-03 04:22:23.475,2024-10-03 04:22:48.475,25.0
566,V* RR Gem,2024-10-03 04:22:48.475,2024-10-03 04:23:13.475,25.0
567,V* RR Gem,2024-10-03 04:23:13.475,2024-10-03 04:23:38.475,25.0
568,V* RR Gem,2024-10-03 04:23:38.475,2024-10-03 04:24:03.475,25.0
569,V* RR Gem,2024-10-03 04:24:03.475,2024-10-03 04:24:28.475,25.0
570,V* RR Gem,2024-10-03 04:24:28.475,2024-10-03 04:24:53.475,25.0
571,V* RR Gem,2024-10-03 04:24:53.475,2024-10-03 04:25:18.475,25.0
572,V* RR Gem,2024-10-03 04:25:18.475,2024-10-03 04:25:43.475,25.0
573,V* RR Gem,2024-10-03 04:25:43.475,2024-10-03 04:26:08.475,25.0
574,V* RR Gem,2024-10-03 04:26:08.475,2024-10-03 04:26:33.475,25.0
575,V* RR Gem,2024-10-03 04:26:33.475,2024-10-03 04:26:58.475,25.0
576,V* RR Gem,2024-10-03 04:26:58.475,2024-10-03 04:27:23.475,25.0
577,V* RR Gem,2024-10-03 04:27:23.475,2024-10-03 04:27:48.475,25.0
578,V* RR Gem,2024-10-03 04:27:48.475,2024-10-03 04:28:13.475,25.0
579,V* RR Gem,2024-10-03 04:28:13.475,2024-10-03 04:28:38.475,25.0
580,V* RR Gem,2024-10-03 04:28:38.475,2024-10-03 04:29:03.475,25.0
581,V* RR Gem,2024-10-03 04:29:03.475,2024-10-03 04:29:28.475,25.0
582,V* RR Gem,2024-10-03 04:29:28.475,2024-10-03 04:29:53.475,25.0
583,V* RR Gem,2024-10-03 04:29:53.475,2024-10-03 04:30:18.475,25.0
584,V* RR Gem,2024-10-03 04:30:18.475,2024-10-03 04:30:43.475,25.0
585,V* RR Gem,2024-10-03 04:30:43.475,2024-10-03 04:31:08.475,25.0
586,V* RR Gem,2024-10-03 04:31:08.475,2024-10-03 04:31:33.475,25.0
587,V* RR Gem,2024-10-03 04:31:33.475,2024-10-03 04:31:58.475,25.0
588,V* RR Gem,2024-10-03 04:31:58.475,2024-10-03 04:32:23.475,25.0
589,V* RR Gem,2024-10-03 04:32:23.475,2024-10-03 04:32:48.475,25.0
590,V* RR Gem,2024-10-03 04:32:48.475,2024-10-03 04:33:13.475,25.0
591,V* RR Gem,2024-10-03 04:33:13.475,2024-10-03 04:33:38.475,25.0
592,V* RR Gem,2024-10-03 04:33:38.475,2024-10-03 04:34:03.475,25.0
593,V* RR Gem,2024-10-03 04:34:03.475,2024-10-03 04:34:28.475,25.0
594,V* RR Gem,2024-10-03 04:34:28.475,2024-10-03 04:34:53.475,25.0
595,V* RR Gem,2024-10-03 04:34:53.475,2024-10-03 04:35:18.475,25.0
596,V* RR Gem,2024-10-03 04:35:18.475,2024-10-03 04:35:43.475,25.0
597,V* RR Gem,2024-10-03 04:35:43.475,2024-10-03 04:36:08.475,25.0
598,V* RR Gem,2024-10-03 04:36:08.475,2024-10-03 04:36:33.475,25.0
599,V* RR Gem,2024-10-03 04:36:33.475,2024-10-03 04:36:58.475,25.0
600,V* RR Gem,2024-10-03 04:36:58.475,2024-10-03 04:37:23.475,25.0
601,V* RR Gem,2024-10-03 04:37:23.475,2024-10-03 04:37:48.475,25.0
602,V* RR Gem,2024-10-03 04:37:48.475,2024-10-03 04:38:13.475,25.0
603,V* RR Gem,2024-10-03 04:38:13.475,2024-10-03 04:38:38.475,25.0
604,V* RR Gem,2024-10-03 04:38:38.475,2024-10-03 04:39:03.475,25.0
605,V* RR Gem,2024-10-03 04:39:03.475,2024-10-03 04:39:28.475,25.0
606,V* RR Gem,2024-10-03 04:39:28.475,2024-10-03 04:39:53.475,25.0
607,V* RR Gem,2024-10-03 04:39:53.475,2024-10-03 04:40:18.475,25.0
608,V* RR Gem,2024-10-03 04:40:18.475,2024-10-03 04:40:43.475,25.0
609,V* RR Gem,2024-10-03 04:40:43.475,2024-10-03 04:41:08.475,25.0
610,V* RR Gem,2024-10-03 04:41:08.475,2024-10-03 04:41:33.475,25.0
611,V* RR Gem,2024-10-03 04:41:33.475,2024-10-03 04:41:58.475,25.0
612,V* RR Gem,2024-10-03 04:41:58.475,2024-10-03 04:42:23.475,25.0
613,V* RR Gem,2024-10-03 04:42:23.475,2024-10-03 04:42:48.475,25.0
614,V* RR Gem,2024-10-03 04:42:48.475,2024-10-03 04:43:13.475,25.0
615,V* RR Gem,2024-10-03 04:43:13.475,2024-10-03 04:43:38.475,25.0
616,V* RR Gem,2024-10-03 04:43:38.475,2024-10-03 04:44:03.475,25.0
617,V* RR Gem,2024-10-03 04:44:03.475,2024-10-03 04:44:28.475,25.0
618,V* RR Gem,2024-10-03 04:44:28.475,2024-10-03 04:44:53.475,25.0
619,V* RR Gem,2024-10-03 04:44:53.475,2024-10-03 04:45:18.475,25.0
620,V* RR Gem,2024-10-03 04:45:18.475,2024-10-03 04:45:43.475,25.0
621,V* RR Gem,2024-10-03 04:45:43.475,2024-10-03 04:46:08.475,25.0
622,V* RR Gem,2024-10-03 04:46:08.475,2024-10-03 04:46:33.475,25.0
623,V* RR Gem,2024-10-03 04:46:33.475,2024-10-03 04:46:58.475,25.0
624,V* RR Gem,2024-10-03 04:46:58.475,2024-10-03 04:47:23.475,25.0
625,V* RR Gem,2024-10-03 04:47:23.475,2024-10-03 04:47:48.475,25.0
626,V* RR Gem,2024-10-03 04:47:48.475,2024-10-03 04:48:13.475,25.0
627,V* RR Gem,2024-10-03 04:48:13.475,2024-10-03 04:48:38.475,25.0
628,V* RR Gem,2024-10-03 04:48:38.475,2024-10-03 04:49:03.475,25.0
629,V* RR Gem,2024-10-03 04:49:03.475,2024-10-03 04:49:28.475,25.0
630,V* RR Gem,2024-10-03 04:49:28.475,2024-10-03 04:49:53.475,25.0
631,V* RR Gem,2024-10-03 04:49:53.475,2024-10-03 04:50:18.475,25.0
632,V* RR Gem,2024-10-03 04:50:18.475,2024-10-03 04:50:43.475,25.0
633,V* RR Gem,2024-10-03 04:50:43.475,2024-10-03 04:51:08.475,25.0
634,V* RR Gem,2024-10-03 04:51:08.475,2024-10-03 04:51:33.475,25.0
635,V* RR Gem,2024-10-03 04:51:33.475,2024-10-03 04:51:58.475,25.0
636,V* RR Gem,2024-10-03 04:51:58.475,2024-10-03 04:52:23.475,25.0
